Mode,Model,Accuracy,F1_score
optimized,lr_1e-05__0.3_0.0001_True__200-512-512-16,0.7921951219512195,0.7816570879755549
optimized,lr_1e-05__0.3_0.0001_True__200-16,0.4756097560975609,0.3636575365138722
optimized,lr_1e-05__0.3_0.0001_True__200-256-512-1024-2048-16,0.7648780487804878,0.7530703939736718
optimized,lr_1e-05__0.3_0.0001_True__200-256-128-64-16,0.6565853658536586,0.5989772438292077
optimized,lr_1e-05__0.3_0.0001_True__200-1024-256-64-16,0.7351219512195122,0.7096740217560885
optimized,lr_1e-05__0.3_0.0001_True__200-256-256-128-128-128-64-64-64-32-32-16,0.1404878048780488,0.074879175748217
optimized,lr_1e-05__0.3_0.0001_True__200-256-512-1024-512-256-128-64-16,0.5307317073170732,0.4394588062474069
pca_test,50-16,0.7531707317073171,0.7452731622017974
pca_test,50-8-16,0.7429268292682927,0.7310956698302413
pca_test,50-16-16,0.8029268292682927,0.7983476284642451
pca_test,50-32-16,0.8434146341463414,0.8417718706053385
pca_test,50-64-16,0.8663414634146341,0.8649873181052926
pca_test,50-128-16,0.8775609756097561,0.8773450251460899
pca_test,50-256-16,0.8853658536585366,0.884941915871544
pca_test,50-512-16,0.8848780487804878,0.8842274536595813
pca_test,50-1024-16,0.8921951219512195,0.892060069314115
pca_test,50-4096-16,0.8921951219512195,0.8917904479413179
pca_test,50-32-32-16,0.8634146341463415,0.8618446431724331
pca_test,50-64-64-16,0.8839024390243903,0.8832804772304188
pca_test,50-128-128-16,0.8921951219512195,0.8917434346186929
pca_test,50-256-256-16,0.9039024390243904,0.9034757916152526
pca_test,50-512-512-16,0.8980487804878049,0.8970387522675953
pca_test,50-1024-1024-16,0.902439024390244,0.9022207041920164
pca_test,50-64-32-16,0.8668292682926829,0.8650166196288686
pca_test,50-128-64-16,0.8985365853658537,0.8975486539697595
pca_test,50-512-64-16,0.8951219512195122,0.8942995015890504
pca_test,50-1024-64-16,0.8980487804878049,0.8981945356700167
pca_test,50-32-64-16,0.8726829268292683,0.8716782373857888
pca_test,50-64-128-16,0.8887804878048781,0.8884462277417731
pca_test,50-64-512-16,0.902439024390244,0.901960660389308
pca_test,50-64-1024-16,0.8931707317073171,0.8933564937987507
pca_test,50-32-32-32-16,0.8692682926829268,0.8692527321217057
pca_test,50-64-64-64-16,0.8790243902439024,0.878632260636233
pca_test,50-128-128-128-16,0.8887804878048781,0.8882106533776613
pca_test,50-512-512-512-16,0.8878048780487805,0.8894592454389906
pca_test,50-32-64-32-16,0.8775609756097561,0.8765380464558806
pca_test,50-64-128-64-16,0.8829268292682927,0.88180957988607
pca_test,50-64-64-32-32-16,0.8790243902439024,0.8781266246191524
pca_test,50-128-128-64-64-16,0.8936585365853659,0.8924598699771563
pca_test,50-128-256-128-32-16,0.8848780487804878,0.8845519387610942
pca_test,50-64-128-64-32-16,0.8790243902439024,0.8791664973271999
pca_test,50-64-128-128-64-32-16,0.884390243902439,0.8839404244276194
Ridge,200-16,0.7492682926829268,0.7393954548300689
Ridge,200-32-16,0.8429268292682927,0.840695685464897
Ridge,200-64-16,0.8565853658536585,0.8545697834398949
Ridge,200-256-16,0.8995121951219512,0.8987436952979486
Ridge,200-1024-16,0.8970731707317073,0.8950246733446695
Ridge,200-8192-16,0.8858536585365854,0.8862108590940754
Ridge,200-32-32-16,0.8185365853658536,0.819399515735365
Ridge,200-64-64-16,0.8770731707317073,0.876436886632745
Ridge,200-256-256-16,0.9117073170731708,0.9107655467530916
Ridge,200-1024-1024-16,0.9165853658536586,0.9166284628404572
Ridge,200-8196-8196-16,0.8770731707317073,0.8747240220489471
Ridge,200-64-32-16,0.8707317073170732,0.8690856483258393
Ridge,200-32-64-16,0.8790243902439024,0.8772263643700435
Ridge,200-256-32-16,0.8970731707317073,0.8966145756554807
Ridge,200-32-256-16,0.904390243902439,0.903285214394904
Ridge,200-2048-32-16,0.8580487804878049,0.8566166596418552
Ridge,200-32-2048-16,0.8985365853658537,0.8973333810265048
Ridge,200-32-32-32-16,0.8658536585365854,0.8639768378830105
Ridge,200-64-64-64-16,0.8721951219512195,0.8725548500502641
Ridge,200-256-256-256-16,0.9195121951219511,0.9188524246953196
Ridge,200-512-512-512-16,0.8234146341463414,0.8234738769628341
Ridge,200-256-512-256-16,0.9078048780487804,0.9073767429658446
Ridge,200-256-128-64-16,0.9092682926829267,0.9078499914257886
Ridge,200-256-128-64-32-16,0.9039024390243904,0.9027214420248472
Ridge,200-512-64-32-32-16,0.891219512195122,0.8915192951524269
Ridge,200-512-1024-1024-512-16,0.9180487804878048,0.9173705370297406
Ridge,200-32-32-32-32-16,0.8551219512195122,0.8519350333854937
Ridge,200-64-64-64-64-16,0.8970731707317073,0.8953739260167126
Ridge,200-128-128-128-128-16,0.908780487804878,0.908730583584322
Ridge,200-256-256-256-256-16,0.9165853658536586,0.915106531230642
Ridge,200-128-128-64-64-16,0.875609756097561,0.8766190284442806
Ridge,200-256-512-256-128-16,0.9121951219512195,0.9107679337223852
Ridge,200-256-256-128-64-16,0.8882926829268293,0.8876501015013282
Ridge,200-256-256-256-64-16,0.8960975609756098,0.8955338523472189
Ridge,200-128-256-128-64-16,0.8926829268292683,0.8918670317713719
